AvgMobileRevenue,AvgMobileRevenue_missing,AvgMobileRevenue_imputed_median,AvgMobileRevenue_log1p,AvgMobileRevenue_zscore,AvgMobileRevenue_iqr_outlier,CHURN,churn_binary
42.0,0,42.0,3.7612001156935624,-1.033612850344558,0,No,0
42.0,0,42.0,3.7612001156935624,-1.033612850344558,0,No,0
42.0,0,42.0,3.7612001156935624,-1.033612850344558,0,No,0
42.17,0,42.17,3.765145809567386,-1.0319553563034498,0,No,0
42.17,0,42.17,3.765145809567386,-1.0319553563034498,0,Yes,1
42.17,0,42.17,3.765145809567386,-1.0319553563034498,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.33,0,42.33,3.768845235751818,-1.0303953619118185,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.5,0,42.5,3.7727609380946383,-1.02873786787071,0,No,0
42.67,0,42.67,3.7766613674974696,-1.0270803738296015,0,No,0
42.67,0,42.67,3.7766613674974696,-1.0270803738296015,0,No,0
42.67,0,42.67,3.7766613674974696,-1.0270803738296015,0,Yes,1
42.83,0,42.83,3.780318514430718,-1.0255203794379701,0,Yes,1
42.83,0,42.83,3.780318514430718,-1.0255203794379701,0,No,0
42.83,0,42.83,3.780318514430718,-1.0255203794379701,0,No,0
42.83,0,42.83,3.780318514430718,-1.0255203794379701,0,No,0
43.0,0,43.0,3.784189633918261,-1.0238628853968619,0,No,0
43.0,0,43.0,3.784189633918261,-1.0238628853968619,0,No,0
43.0,0,43.0,3.784189633918261,-1.0238628853968619,0,No,0
43.0,0,43.0,3.784189633918261,-1.0238628853968619,0,No,0
43.0,0,43.0,3.784189633918261,-1.0238628853968619,0,No,0
43.0,0,43.0,3.784189633918261,-1.0238628853968619,0,No,0
43.17,0,43.17,3.7880458256084353,-1.0222053913557534,0,No,0
43.17,0,43.17,3.7880458256084353,-1.0222053913557534,0,No,0
43.17,0,43.17,3.7880458256084353,-1.0222053913557534,0,No,0
43.17,0,43.17,3.7880458256084353,-1.0222053913557534,0,No,0
43.33,0,43.33,3.7916616487569623,-1.020645396964122,0,No,0
43.33,0,43.33,3.7916616487569623,-1.020645396964122,0,No,0
43.33,0,43.33,3.7916616487569623,-1.020645396964122,0,No,0
43.33,0,43.33,3.7916616487569623,-1.020645396964122,0,No,0
43.33,0,43.33,3.7916616487569623,-1.020645396964122,0,No,0
43.5,0,43.5,3.7954891891721947,-1.0189879029230138,0,No,0
43.5,0,43.5,3.7954891891721947,-1.0189879029230138,0,Yes,1
43.5,0,43.5,3.7954891891721947,-1.0189879029230138,0,No,0
43.5,0,43.5,3.7954891891721947,-1.0189879029230138,0,Yes,1
43.67,0,43.67,3.7993021353640275,-1.0173304088819053,0,No,0
43.67,0,43.67,3.7993021353640275,-1.0173304088819053,0,No,0
43.67,0,43.67,3.7993021353640275,-1.0173304088819053,0,No,0
43.67,0,43.67,3.7993021353640275,-1.0173304088819053,0,No,0
43.67,0,43.67,3.7993021353640275,-1.0173304088819053,0,No,0
43.67,0,43.67,3.7993021353640275,-1.0173304088819053,0,No,0
43.83,0,43.83,3.802877558167348,-1.015770414490274,0,No,0
43.83,0,43.83,3.802877558167348,-1.015770414490274,0,No,0
43.83,0,43.83,3.802877558167348,-1.015770414490274,0,No,0
44.0,0,44.0,3.8066624897703196,-1.0141129204491655,0,No,0
44.0,0,44.0,3.8066624897703196,-1.0141129204491655,0,No,0
44.17,0,44.17,3.8104331496665127,-1.0124554264080572,0,No,0
44.17,0,44.17,3.8104331496665127,-1.0124554264080572,0,No,0
44.17,0,44.17,3.8104331496665127,-1.0124554264080572,0,No,0
25.5,0,25.5,3.2771447329921766,-1.194487271981547,0,No,0
44.17,0,44.17,3.8104331496665127,-1.0124554264080572,0,No,0
44.33,0,44.33,3.813969064952758,-1.0108954320164258,0,No,0
44.33,0,44.33,3.813969064952758,-1.0108954320164258,0,No,0
44.33,0,44.33,3.813969064952758,-1.0108954320164258,0,No,0
44.33,0,44.33,3.813969064952758,-1.0108954320164258,0,No,0
44.33,0,44.33,3.813969064952758,-1.0108954320164258,0,No,0
44.33,0,44.33,3.813969064952758,-1.0108954320164258,0,No,0
44.5,0,44.5,3.817712325956905,-1.0092379379753174,0,No,0
44.5,0,44.5,3.817712325956905,-1.0092379379753174,0,No,0
44.5,0,44.5,3.817712325956905,-1.0092379379753174,0,No,0
44.5,0,44.5,3.817712325956905,-1.0092379379753174,0,No,0
44.67,0,44.67,3.821441627196908,-1.007580443934209,0,No,0
44.67,0,44.67,3.821441627196908,-1.007580443934209,0,No,0
44.83,0,44.83,3.8249388985210326,-1.0060204495425775,0,No,0
44.83,0,44.83,3.8249388985210326,-1.0060204495425775,0,No,0
44.83,0,44.83,3.8249388985210326,-1.0060204495425775,0,No,0
44.83,0,44.83,3.8249388985210326,-1.0060204495425775,0,No,0
45.0,0,45.0,3.828641396489095,-1.0043629555014693,0,No,0
45.0,0,45.0,3.828641396489095,-1.0043629555014693,0,No,0
45.17,0,45.17,3.8323302365188976,-1.0027054614603608,0,No,0
45.17,0,45.17,3.8323302365188976,-1.0027054614603608,0,No,0
45.17,0,45.17,3.8323302365188976,-1.0027054614603608,0,No,0
45.17,0,45.17,3.8323302365188976,-1.0027054614603608,0,No,0
45.33,0,45.33,3.835789699428557,-1.0011454670687294,0,No,0
45.33,0,45.33,3.835789699428557,-1.0011454670687294,0,No,0
45.33,0,45.33,3.835789699428557,-1.0011454670687294,0,No,0
45.33,0,45.33,3.835789699428557,-1.0011454670687294,0,No,0
45.5,0,45.5,3.8394523125933104,-0.999487973027621,0,No,0
45.67,0,45.67,3.8431015599617244,-0.9978304789865127,0,No,0
45.67,0,45.67,3.8431015599617244,-0.9978304789865127,0,No,0
45.67,0,45.67,3.8431015599617244,-0.9978304789865127,0,No,0
45.67,0,45.67,3.8431015599617244,-0.9978304789865127,0,No,0
45.67,0,45.67,3.8431015599617244,-0.9978304789865127,0,No,0
45.83,0,45.83,3.8465240231954505,-0.9962704845948813,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.0,0,46.0,3.8501476017100584,-0.994612990553773,0,No,0
46.17,0,46.17,3.8537580972961702,-0.9929554965126646,0,No,0
46.17,0,46.17,3.8537580972961702,-0.9929554965126646,0,No,0
46.17,0,46.17,3.8537580972961702,-0.9929554965126646,0,No,0
46.17,0,46.17,3.8537580972961702,-0.9929554965126646,0,No,0
46.17,0,46.17,3.8537580972961702,-0.9929554965126646,0,No,0
46.33,0,46.33,3.8571443439181565,-0.9913955021210332,0,No,0
46.33,0,46.33,3.8571443439181565,-0.9913955021210332,0,No,0
46.33,0,46.33,3.8571443439181565,-0.9913955021210332,0,No,0
46.33,0,46.33,3.8571443439181565,-0.9913955021210332,0,No,0
46.5,0,46.5,3.8607297110405954,-0.9897380080799248,0,No,0
46.5,0,46.5,3.8607297110405954,-0.9897380080799248,0,No,0
46.5,0,46.5,3.8607297110405954,-0.9897380080799248,0,No,0
46.5,0,46.5,3.8607297110405954,-0.9897380080799248,0,No,0
46.5,0,46.5,3.8607297110405954,-0.9897380080799248,0,No,0
46.67,0,46.67,3.864302269216734,-0.9880805140388165,0,No,0
46.67,0,46.67,3.864302269216734,-0.9880805140388165,0,No,0
46.67,0,46.67,3.864302269216734,-0.9880805140388165,0,No,0
46.67,0,46.67,3.864302269216734,-0.9880805140388165,0,No,0
46.83,0,46.83,3.8676530576922055,-0.986520519647185,0,No,0
46.83,0,46.83,3.8676530576922055,-0.986520519647185,0,No,0
47.0,0,47.0,3.871201010907891,-0.9848630256060766,0,No,0
47.0,0,47.0,3.871201010907891,-0.9848630256060766,0,No,0
47.0,0,47.0,3.871201010907891,-0.9848630256060766,0,No,0
47.0,0,47.0,3.871201010907891,-0.9848630256060766,0,No,0
47.0,0,47.0,3.871201010907891,-0.9848630256060766,0,No,0
47.0,0,47.0,3.871201010907891,-0.9848630256060766,0,No,0
47.17,0,47.17,3.8747364206421295,-0.9832055315649683,0,No,0
47.17,0,47.17,3.8747364206421295,-0.9832055315649683,0,No,0
47.17,0,47.17,3.8747364206421295,-0.9832055315649683,0,No,0
47.17,0,47.17,3.8747364206421295,-0.9832055315649683,0,No,0
47.17,0,47.17,3.8747364206421295,-0.9832055315649683,0,No,0
47.2,0,47.2,3.8753590210565547,-0.9829130326165374,0,No,0
47.33,0,47.33,3.8780524858569927,-0.9816455371733369,0,No,0
47.33,0,47.33,3.8780524858569927,-0.9816455371733369,0,No,0
47.33,0,47.33,3.8780524858569927,-0.9816455371733369,0,No,0
47.33,0,47.33,3.8780524858569927,-0.9816455371733369,0,No,0
47.33,0,47.33,3.8780524858569927,-0.9816455371733369,0,No,0
47.5,0,47.5,3.8815637979434374,-0.9799880431322285,0,No,0
47.5,0,47.5,3.8815637979434374,-0.9799880431322285,0,No,0
47.5,0,47.5,3.8815637979434374,-0.9799880431322285,0,No,0
47.5,0,47.5,3.8815637979434374,-0.9799880431322285,0,No,0
47.5,0,47.5,3.8815637979434374,-0.9799880431322285,0,No,0
47.5,0,47.5,3.8815637979434374,-0.9799880431322285,0,No,0
47.6,0,47.6,3.883623530906448,-0.9790130466374589,0,No,0
47.67,0,47.67,3.885062823845363,-0.9783305490911202,0,No,0
47.67,0,47.67,3.885062823845363,-0.9783305490911202,0,No,0
47.67,0,47.67,3.885062823845363,-0.9783305490911202,0,No,0
47.67,0,47.67,3.885062823845363,-0.9783305490911202,0,No,0
47.83,0,47.83,3.888344878073569,-0.9767705546994887,0,No,0
47.83,0,47.83,3.888344878073569,-0.9767705546994887,0,No,0
47.83,0,47.83,3.888344878073569,-0.9767705546994887,0,No,0
47.83,0,47.83,3.888344878073569,-0.9767705546994887,0,No,0
47.83,0,47.83,3.888344878073569,-0.9767705546994887,0,No,0
48.0,0,48.0,3.8918202981106265,-0.9751130606583803,0,No,0
48.0,0,48.0,3.8918202981106265,-0.9751130606583803,0,No,0
48.17,0,48.17,3.895283681423848,-0.973455566617272,0,No,0
48.17,0,48.17,3.895283681423848,-0.973455566617272,0,No,0
48.17,0,48.17,3.895283681423848,-0.973455566617272,0,No,0
48.17,0,48.17,3.895283681423848,-0.973455566617272,0,No,0
48.17,0,48.17,3.895283681423848,-0.973455566617272,0,No,0
48.33,0,48.33,3.8985324152456466,-0.9718955722256406,0,No,0
48.33,0,48.33,3.8985324152456466,-0.9718955722256406,0,No,0
48.33,0,48.33,3.8985324152456466,-0.9718955722256406,0,No,0
48.33,0,48.33,3.8985324152456466,-0.9718955722256406,0,No,0
48.5,0,48.5,3.901972669574645,-0.9702380781845322,0,No,0
48.5,0,48.5,3.901972669574645,-0.9702380781845322,0,No,0
48.5,0,48.5,3.901972669574645,-0.9702380781845322,0,No,0
48.5,0,48.5,3.901972669574645,-0.9702380781845322,0,No,0
48.5,0,48.5,3.901972669574645,-0.9702380781845322,0,No,0
48.67,0,48.67,3.905401129119259,-0.9685805841434239,0,No,0
48.67,0,48.67,3.905401129119259,-0.9685805841434239,0,No,0
48.67,0,48.67,3.905401129119259,-0.9685805841434239,0,No,0
48.67,0,48.67,3.905401129119259,-0.9685805841434239,0,No,0
48.67,0,48.67,3.905401129119259,-0.9685805841434239,0,No,0
48.83,0,48.83,3.908617212293313,-0.9670205897517925,0,No,0
48.83,0,48.83,3.908617212293313,-0.9670205897517925,0,No,0
48.83,0,48.83,3.908617212293313,-0.9670205897517925,0,No,0
48.83,0,48.83,3.908617212293313,-0.9670205897517925,0,No,0
48.83,0,48.83,3.908617212293313,-0.9670205897517925,0,No,0
49.0,0,49.0,3.912023005428146,-0.9653630957106841,0,No,0
49.0,0,49.0,3.912023005428146,-0.9653630957106841,0,No,0
49.0,0,49.0,3.912023005428146,-0.9653630957106841,0,No,0
49.0,0,49.0,3.912023005428146,-0.9653630957106841,0,No,0
49.0,0,49.0,3.912023005428146,-0.9653630957106841,0,No,0
49.17,0,49.17,3.9154172384961616,-0.9637056016695756,0,No,0
49.17,0,49.17,3.9154172384961616,-0.9637056016695756,0,No,0
49.17,0,49.17,3.9154172384961616,-0.9637056016695756,0,No,0
49.17,0,49.17,3.9154172384961616,-0.9637056016695756,0,No,0
49.17,0,49.17,3.9154172384961616,-0.9637056016695756,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.33,0,49.33,3.9186013207882686,-0.9621456072779443,0,No,0
49.5,0,49.5,3.9219733362813143,-0.9604881132368359,0,Yes,1
49.5,0,49.5,3.9219733362813143,-0.9604881132368359,0,No,0
49.5,0,49.5,3.9219733362813143,-0.9604881132368359,0,No,0
49.5,0,49.5,3.9219733362813143,-0.9604881132368359,0,No,0
49.67,0,49.67,3.9253340194878183,-0.9588306191957275,0,No,0
49.67,0,49.67,3.9253340194878183,-0.9588306191957275,0,No,0
49.67,0,49.67,3.9253340194878183,-0.9588306191957275,0,No,0
49.67,0,49.67,3.9253340194878183,-0.9588306191957275,0,No,0
49.67,0,49.67,3.9253340194878183,-0.9588306191957275,0,No,0
49.67,0,49.67,3.9253340194878183,-0.9588306191957275,0,No,0
49.83,0,49.83,3.928486731458811,-0.9572706248040962,0,No,0
49.83,0,49.83,3.928486731458811,-0.9572706248040962,0,No,0
49.83,0,49.83,3.928486731458811,-0.9572706248040962,0,No,0
50.0,0,50.0,3.9318256327243257,-0.9556131307629878,0,No,0
50.0,0,50.0,3.9318256327243257,-0.9556131307629878,0,No,0
50.0,0,50.0,3.9318256327243257,-0.9556131307629878,0,No,0
50.17,0,50.17,3.9351534228170006,-0.9539556367218794,0,No,0
50.17,0,50.17,3.9351534228170006,-0.9539556367218794,0,No,0
50.17,0,50.17,3.9351534228170006,-0.9539556367218794,0,Yes,1
50.17,0,50.17,3.9351534228170006,-0.9539556367218794,0,No,0
50.17,0,50.17,3.9351534228170006,-0.9539556367218794,0,No,0
50.33,0,50.33,3.9382753765722116,-0.952395642330248,0,No,0
50.33,0,50.33,3.9382753765722116,-0.952395642330248,0,No,0
50.33,0,50.33,3.9382753765722116,-0.952395642330248,0,Yes,1
50.33,0,50.33,3.9382753765722116,-0.952395642330248,0,No,0
50.33,0,50.33,3.9382753765722116,-0.952395642330248,0,No,0
50.33,0,50.33,3.9382753765722116,-0.952395642330248,0,No,0
50.5,0,50.5,3.9415818076696905,-0.9507381482891396,0,No,0
50.5,0,50.5,3.9415818076696905,-0.9507381482891396,0,No,0
50.5,0,50.5,3.9415818076696905,-0.9507381482891396,0,No,0
50.5,0,50.5,3.9415818076696905,-0.9507381482891396,0,No,0
50.5,0,50.5,3.9415818076696905,-0.9507381482891396,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.67,0,50.67,3.9448773422990935,-0.9490806542480312,0,No,0
50.83,0,50.83,3.947969132201615,-0.9475206598563999,0,No,0
50.83,0,50.83,3.947969132201615,-0.9475206598563999,0,No,0
50.83,0,50.83,3.947969132201615,-0.9475206598563999,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
51.0,0,51.0,3.9512437185814275,-0.9458631658152915,0,No,0
26.33,0,26.33,3.3079849999399764,-1.186394801074959,0,No,0
51.17,0,51.17,3.9545076170343014,-0.9442056717741831,0,No,0
51.17,0,51.17,3.9545076170343014,-0.9442056717741831,0,No,0
51.17,0,51.17,3.9545076170343014,-0.9442056717741831,0,No,0
51.33,0,51.33,3.9575698203841165,-0.9426456773825518,0,No,0
51.33,0,51.33,3.9575698203841165,-0.9426456773825518,0,No,0
51.33,0,51.33,3.9575698203841165,-0.9426456773825518,0,No,0
51.33,0,51.33,3.9575698203841165,-0.9426456773825518,0,No,0
51.33,0,51.33,3.9575698203841165,-0.9426456773825518,0,No,0
51.33,0,51.33,3.9575698203841165,-0.9426456773825518,0,No,0
51.5,0,51.5,3.960813169597578,-0.9409881833414433,0,No,0
51.5,0,51.5,3.960813169597578,-0.9409881833414433,0,No,0
51.5,0,51.5,3.960813169597578,-0.9409881833414433,0,Yes,1
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.67,0,51.67,3.964046033495298,-0.9393306893003349,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
51.83,0,51.83,3.9670792111762245,-0.9377706949087036,0,No,0
52.0,0,52.0,3.970291913552122,-0.9361132008675952,0,No,0
52.0,0,52.0,3.970291913552122,-0.9361132008675952,0,No,0
52.0,0,52.0,3.970291913552122,-0.9361132008675952,0,No,0
52.0,0,52.0,3.970291913552122,-0.9361132008675952,0,No,0
52.17,0,52.17,3.973494327516247,-0.9344557068264868,0,Yes,1
52.17,0,52.17,3.973494327516247,-0.9344557068264868,0,No,0
52.17,0,52.17,3.973494327516247,-0.9344557068264868,0,No,0
52.17,0,52.17,3.973494327516247,-0.9344557068264868,0,No,0
52.17,0,52.17,3.973494327516247,-0.9344557068264868,0,No,0
52.33,0,52.33,3.9764990246125107,-0.9328957124348555,0,No,0
52.33,0,52.33,3.9764990246125107,-0.9328957124348555,0,No,0
52.33,0,52.33,3.9764990246125107,-0.9328957124348555,0,No,0
52.5,0,52.5,3.979681653901961,-0.9312382183937471,0,No,0
52.5,0,52.5,3.979681653901961,-0.9312382183937471,0,No,0
52.67,0,52.67,3.9828541861887374,-0.9295807243526387,0,No,0
52.67,0,52.67,3.9828541861887374,-0.9295807243526387,0,Yes,1
52.67,0,52.67,3.9828541861887374,-0.9295807243526387,0,No,0
52.67,0,52.67,3.9828541861887374,-0.9295807243526387,0,No,0
52.83,0,52.83,3.985830932572866,-0.9280207299610073,0,No,0
52.83,0,52.83,3.985830932572866,-0.9280207299610073,0,No,0
52.83,0,52.83,3.985830932572866,-0.9280207299610073,0,No,0
52.83,0,52.83,3.985830932572866,-0.9280207299610073,0,No,0
52.83,0,52.83,3.985830932572866,-0.9280207299610073,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9263632359198989,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9263632359198989,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9263632359198989,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9263632359198989,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9263632359198989,0,No,0
53.17,0,53.17,3.9921272496698075,-0.9247057418787905,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9231457474871592,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9231457474871592,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9231457474871592,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9231457474871592,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9231457474871592,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,Yes,1
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9214882534460508,0,No,0
53.67,0,53.67,4.001315112906908,-0.9198307594049424,0,No,0
53.67,0,53.67,4.001315112906908,-0.9198307594049424,0,No,0
53.67,0,53.67,4.001315112906908,-0.9198307594049424,0,No,0
53.67,0,53.67,4.001315112906908,-0.9198307594049424,0,No,0
53.67,0,53.67,4.001315112906908,-0.9198307594049424,0,No,0
53.83,0,53.83,4.004237489415957,-0.918270765013311,0,No,0
53.83,0,53.83,4.004237489415957,-0.918270765013311,0,No,0
54.0,0,54.0,4.007333185232471,-0.9166132709722026,0,No,0
54.0,0,54.0,4.007333185232471,-0.9166132709722026,0,No,0
54.0,0,54.0,4.007333185232471,-0.9166132709722026,0,No,0
54.0,0,54.0,4.007333185232471,-0.9166132709722026,0,No,0
54.17,0,54.17,4.01041932728434,-0.9149557769310942,0,No,0
54.17,0,54.17,4.01041932728434,-0.9149557769310942,0,No,0
54.33,0,54.33,4.013315256910018,-0.9133957825394629,0,No,0
54.33,0,54.33,4.013315256910018,-0.9133957825394629,0,No,0
54.33,0,54.33,4.013315256910018,-0.9133957825394629,0,No,0
54.33,0,54.33,4.013315256910018,-0.9133957825394629,0,No,0
54.33,0,54.33,4.013315256910018,-0.9133957825394629,0,No,0
54.5,0,54.5,4.0163830207523885,-0.9117382884983545,0,No,0
54.5,0,54.5,4.0163830207523885,-0.9117382884983545,0,No,0
54.5,0,54.5,4.0163830207523885,-0.9117382884983545,0,No,0
54.67,0,54.67,4.019441402195416,-0.9100807944572461,0,No,0
54.67,0,54.67,4.019441402195416,-0.9100807944572461,0,No,0
54.67,0,54.67,4.019441402195416,-0.9100807944572461,0,No,0
54.67,0,54.67,4.019441402195416,-0.9100807944572461,0,No,0
54.67,0,54.67,4.019441402195416,-0.9100807944572461,0,No,0
