CRM_PID_Value_Segment,CRM_PID_Value_Segment_missing,CRM_PID_Value_Segment_frequency,CRM_PID_Value_Segment_label,CHURN,churn_binary
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Lead,0,0.0031941322607358332,3,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Gold,0,0.17189163610552466,1,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Silver,0,0.24133443747781852,7,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Platinum,0,0.06352774163019047,4,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Gold,0,0.17189163610552466,1,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Lead,0,0.0031941322607358332,3,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Iron,0,0.029102093931148706,2,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,Yes,1
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Silver,0,0.24133443747781852,7,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Gold,0,0.17189163610552466,1,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
Bronze,0,0.4519105642966994,0,No,0
