AvgFIXRevenue,CHURN,churn_binary
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
15.5,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
2.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
10.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
10.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
35.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,No,0
0.0,Yes,1
0.0,No,0
